Comment,Label,Comment_clean,Label_id
"Yen views, likes lam ivolo slow ah irukku",NON_HATE,"yen views, likes lam ivolo slow ah irukku",0.0
Semma karuthu at the end - saavuradha irundhalo sandapotu saavanum. Bayandhu kaalla uzhundhu saava koodadhu,HATE,semma karuthu at the end - saavuradha irundhalo sandapotu saavanum. bayandhu kaalla uzhundhu saava koodadhu,1.0
Enga #Lokesh_kanagaraj brO Thamizh caption work agala,NON_HATE,enga #lokesh_kanagaraj bro thamizh caption work agala,0.0
Thaa anga paara en thalaivarah massu maranam,NON_HATE,thaa anga paara en thalaivarah massu maranam,0.0
gounder vanniyar devar mudaliyar nadar ini mel  Pa ranjith  Dhanush  Vetrimaran  Padathai parkathinga ivinunga thirudu payaluka,HATE,gounder vanniyar devar mudaliyar nadar ini mel  pa ranjith  dhanush  vetrimaran  padathai parkathinga ivinunga thirudu payaluka,1.0
Amais padam vangurathuku all illai  adu tariuma,HATE,amais padam vangurathuku all illai  adu tariuma,1.0
யோகிபாபு எல்லா படத்திலும் டிரைலரில் வர்ற சீன் மட்டும் தான் படத்திலும் இருப்பார்,NON_HATE,யோகிபாபு எல்லா படத்திலும் டிரைலரில் வர்ற சீன் மட்டும் தான் படத்திலும் இருப்பார்,0.0
16 ON TRENDING! OMG WOWW  love rajinikanth,NON_HATE,16 on trending! omg woww  love rajinikanth,0.0
Ivan moonjikkalaam comedy dhan sir varum,HATE,ivan moonjikkalaam comedy dhan sir varum,1.0
"Climax laa potta paruu daa oru bitta ,Aadaii",NON_HATE,"climax laa potta paruu daa oru bitta ,aadaii",0.0
"Dislike போட்ட அந்த 10,00 பேர் தான் நாடக  காதல் கும்பல் காரங்க,, இவனுங்க detail check Panna கண்டிப்பாக , பெண்களை பெத்தவங்க அனுபவிச்ச வேதனையும், வலியும் கண்டிப்பாக உலகிற்கு தெரிய வரும்..",NON_HATE,"dislike போட்ட அந்த 10,00 பேர் தான் நாடக  காதல் கும்பல் காரங்க,, இவனுங்க detail check panna கண்டிப்பாக , பெண்களை பெத்தவங்க அனுபவிச்ச வேதனையும், வலியும் கண்டிப்பாக உலகிற்கு தெரிய வரும்..",0.0
645k tamil trailor likes..hindi 71k only..keep watch thala patalam ..,NON_HATE,645k tamil trailor likes..hindi 71k only..keep watch thala patalam ..,0.0
60K likes left 500K likes faster guys speed ethengge,NON_HATE,60k likes left 500k likes faster guys speed ethengge,0.0
God I want pongal ASAP!!.. Rajini sir !! .. 🤤🤤🤩🤩🤗🤩🤩,NON_HATE,god i want pongal asap!!.. rajini sir !! .. 🤤🤤🤩🤩🤗🤩🤩,0.0
"Rajini ungalukku komali ya theriyurara nanba, , , , tamil cinema valanthadhukku avarum oru karanam  .. but evvalavu padam nadichurupparu Rajini sir..avaroda saga nadikarakuda keli pannadhu illa.  Unmaiyila neenga than komali. ..",HATE,"rajini ungalukku komali ya theriyurara nanba, , , , tamil cinema valanthadhukku avarum oru karanam  .. but evvalavu padam nadichurupparu rajini sir..avaroda saga nadikarakuda keli pannadhu illa.  unmaiyila neenga than komali. ..",1.0
எங்களுக்கு மண்ணு பொண்ணு ரெண்டும் முக்கியம் அதில யார் கைய வச்சாலும் வெட்டுவோம்,HATE,எங்களுக்கு மண்ணு பொண்ணு ரெண்டும் முக்கியம் அதில யார் கைய வச்சாலும் வெட்டுவோம்,1.0
"Vettaikaran sayal iruku. Ppah keerthy expressions teaser liye mudiyele, padam leh epdi irukumo? Looks like an old repetitive masala. Vijay is good tho.",HATE,"vettaikaran sayal iruku. ppah keerthy expressions teaser liye mudiyele, padam leh epdi irukumo? looks like an old repetitive masala. vijay is good tho.",1.0
இதுக்கு மேல ரஜினியா openaa கலாய்க்க முடியாது,HATE,இதுக்கு மேல ரஜினியா openaa கலாய்க்க முடியாது,1.0
Kgf Theme ah aptiye poti vachurukan #Asuran  #Gayvp,HATE,kgf theme ah aptiye poti vachurukan #asuran  #gayvp,1.0
"For akshay kumar role , shiva kumar also suits",NON_HATE,"for akshay kumar role , shiva kumar also suits",0.0
Which is ur Fav??  NGK OR KAAPPAAN??,NON_HATE,which is ur fav??  ngk or kaappaan??,0.0
Yaraa yaraa Evan uraa keeta theriyum Eniki neraya perkitta elatha oru keeta  Palakko onu enkkitaerukuthu Epo varlama varlama bairavaa  Counting starts now,NON_HATE,yaraa yaraa evan uraa keeta theriyum eniki neraya perkitta elatha oru keeta  palakko onu enkkitaerukuthu epo varlama varlama bairavaa  counting starts now,0.0
Trailer Vera level Padam Mass aah irukaa pothu,NON_HATE,trailer vera level padam mass aah irukaa pothu,0.0
28k dislikes pannavanlam yarunu nenaicha #Puli Padam mass nu sonnavanunga than,HATE,28k dislikes pannavanlam yarunu nenaicha #puli padam mass nu sonnavanunga than,1.0
Ellam avan seyal part 2 va,NON_HATE,ellam avan seyal part 2 va,0.0
cmon  8 million target singam fans..,NON_HATE,cmon  8 million target singam fans..,0.0
Superb movie!! Vikram looks Mass!! Well made movie ..no lag..,NON_HATE,superb movie!! vikram looks mass!! well made movie ..no lag..,0.0
Gurunaatha neenga ingayum vanthuteengala (DSP - Degree Stopping Paper),NON_HATE,gurunaatha neenga ingayum vanthuteengala (dsp - degree stopping paper),0.0
0.09 na patha  anjan mathiriye iruke,NON_HATE,0.09 na patha  anjan mathiriye iruke,0.0
20 k views and 54k likes,NON_HATE,20 k views and 54k likes,0.0
Manushan sarbhaga padam vetri pera vazhuthukal 🤣🤣 nammalum poduvom,NON_HATE,manushan sarbhaga padam vetri pera vazhuthukal 🤣🤣 nammalum poduvom,0.0
மொக்க படம்! கதிர்க்காக FDFS total waste.,HATE,மொக்க படம்! கதிர்க்காக fdfs total waste.,1.0
கெத்துயா தரமான சம்பவம்  இந்த மாதிரி ஒருபடத்துக்கு தான்யா காத்திருந்தேன்,NON_HATE,கெத்துயா தரமான சம்பவம்  இந்த மாதிரி ஒருபடத்துக்கு தான்யா காத்திருந்தேன்,0.0
ஜெ ஜெயலலிதா என்னும் நான்..இந்த கம்பிராமான வார்த்தையை யார் சொன்னாழும் தலைவிக்கு ஈடு ஆகாது..துணிச்சல் முயற்சி கம்பிரம் அடக்கி ஆளும் குணங்களுக்கு எடுத்துகாட்டு ஜெ ஜெயலலிதா..ஆண் வர்க்கம்  நிறைந்த நாட்டில் ஆணுக்கு பெண் நிகர் என மிரட்டி காட்டியவர் தலைவி ஜெ..அம்மாக்கு நிகர் அம்மாதான்..,NON_HATE,ஜெ ஜெயலலிதா என்னும் நான்..இந்த கம்பிராமான வார்த்தையை யார் சொன்னாழும் தலைவிக்கு ஈடு ஆகாது..துணிச்சல் முயற்சி கம்பிரம் அடக்கி ஆளும் குணங்களுக்கு எடுத்துகாட்டு ஜெ ஜெயலலிதா..ஆண் வர்க்கம்  நிறைந்த நாட்டில் ஆணுக்கு பெண் நிகர் என மிரட்டி காட்டியவர் தலைவி ஜெ..அம்மாக்கு நிகர் அம்மாதான்..,0.0
என்னதா நீ படம் எடுத்தாலும் எங்க அண்ண பா.ரஞ்சித் படத்துக்கு இடாகுமா.. முக்கியம பரியேறும் பெருமாள் படத்தோட 10/*  வெற்றியகூட அடைய முடியாது..,NON_HATE,என்னதா நீ படம் எடுத்தாலும் எங்க அண்ண பா.ரஞ்சித் படத்துக்கு இடாகுமா.. முக்கியம பரியேறும் பெருமாள் படத்தோட 10/*  வெற்றியகூட அடைய முடியாது..,0.0
Hindi padam trailer patha maari iruku,HATE,hindi padam trailer patha maari iruku,1.0
Ella veetu pillaigalum oramaa nillunga.. Dhanush is coming for you..!!,NON_HATE,ella veetu pillaigalum oramaa nillunga.. dhanush is coming for you..!!,0.0
Pondey va pathu yaar yaar shock aninga,HATE,pondey va pathu yaar yaar shock aninga,1.0
Oruthar mela nenga #Viswasam Katurathuku innoruthara Ae Asinga PADUTHURIGA..  Thala nega vera level 🤙🤙,NON_HATE,oruthar mela nenga #viswasam katurathuku innoruthara ae asinga paduthuriga..  thala nega vera level 🤙🤙,0.0
Helo mugamudiya illa Krish ooda maskku,HATE,helo mugamudiya illa krish ooda maskku,1.0
"நாடக காதல் , ஆணவக் கொலை , இன்னும் சாதிய தூக்கிட்டு திரியுறானுக ..நாடு விளங்கிடும் ..",HATE,"நாடக காதல் , ஆணவக் கொலை , இன்னும் சாதிய தூக்கிட்டு திரியுறானுக ..நாடு விளங்கிடும் ..",1.0
Ayyayoo THALAIVAA Otha SEMMAA SLANG THALAIVAA,NON_HATE,ayyayoo thalaivaa otha semmaa slang thalaivaa,0.0
Vikram sir ella costumum ella characterum Unga orutharuku thaan suit akum,NON_HATE,vikram sir ella costumum ella characterum unga orutharuku thaan suit akum,0.0
Award ready pannugada vararu dhanush anna,NON_HATE,award ready pannugada vararu dhanush anna,0.0
Tamilnatu aangala avlo kevalamanavangala ..??  Pengala yemathi nadaga Kadhal panranga nu pachaiya solran adhuku jaadhi nu oru saakku vera ..  Ore Oru aambalaikku kudava kovam varala ..??,HATE,tamilnatu aangala avlo kevalamanavangala ..??  pengala yemathi nadaga kadhal panranga nu pachaiya solran adhuku jaadhi nu oru saakku vera ..  ore oru aambalaikku kudava kovam varala ..??,1.0
Ippove therinji pochi indha patam atta flap🤣,HATE,ippove therinji pochi indha patam atta flap🤣,1.0
Neriya neriya neriya vaati patha thalaikaga,NON_HATE,neriya neriya neriya vaati patha thalaikaga,0.0
Mooka ya irruku kattaiyala adicha car parakumaah  pathaaleh theriyuthu kandipaah flop thaa,HATE,mooka ya irruku kattaiyala adicha car parakumaah  pathaaleh theriyuthu kandipaah flop thaa,1.0
Thala fanz nu solla enga evanukum thaguthi ila comments pannama yengada poninga,HATE,thala fanz nu solla enga evanukum thaguthi ila comments pannama yengada poninga,1.0
படம் வெற்றியடைய தமிழக மக்களின் சார்பாக வாழ்த்துக்கள்,NON_HATE,படம் வெற்றியடைய தமிழக மக்களின் சார்பாக வாழ்த்துக்கள்,0.0
"Super Star ava mudile nu, Super Hero va aavaringalo?, THU!!",HATE,"super star ava mudile nu, super hero va aavaringalo?, thu!!",1.0
நியாயமான விஷயங்களை..தைரியமாக சொல்ல வேண்டும் .. தேவர் மகன் படம் போல.. இந்த படமும் ஒரு உதாரணமாக இருக்கும் என்றும் நம்புவோம்..எந்த ஜாதியையும் புண்படுத்தாமல்..,NON_HATE,நியாயமான விஷயங்களை..தைரியமாக சொல்ல வேண்டும் .. தேவர் மகன் படம் போல.. இந்த படமும் ஒரு உதாரணமாக இருக்கும் என்றும் நம்புவோம்..எந்த ஜாதியையும் புண்படுத்தாமல்..,0.0
SK Anna mass I like you Anna marana waiting,NON_HATE,sk anna mass i like you anna marana waiting,0.0
"Look like patha vachutiye parataa,..  Petta parrak..",NON_HATE,"look like patha vachutiye parataa,..  petta parrak..",0.0
Dei enna da godfather mathiriye iruku,HATE,dei enna da godfather mathiriye iruku,1.0
Vera level moviee.. Waiting for jayam ravi,NON_HATE,vera level moviee.. waiting for jayam ravi,0.0
Dai yappa naa thalapathi fan but itha patha udanai mirandudan vera vera vera leval I love you now  ķadhuirupom maganadigan,NON_HATE,dai yappa naa thalapathi fan but itha patha udanai mirandudan vera vera vera leval i love you now  ķadhuirupom maganadigan,0.0
Aiyaa vuku periya batman nnu nenapu,HATE,aiyaa vuku periya batman nnu nenapu,1.0
Paa more thaan Hollywood range.. Excited to have watch over it,NON_HATE,paa more thaan hollywood range.. excited to have watch over it,0.0
Every one did it in splendid way,NON_HATE,every one did it in splendid way,0.0
நல்லாருக்கியா . யாரு Director ? 2D நா நம்பளாம் .,NON_HATE,நல்லாருக்கியா . யாரு director ? 2d நா நம்பளாம் .,0.0
Ena da Jaathi jaathi  nu pongada,HATE,ena da jaathi jaathi  nu pongada,1.0
K G f Mathiri intha padamum nallairukkum,NON_HATE,k g f mathiri intha padamum nallairukkum,0.0
Wow vera level unmai ah ve,NON_HATE,wow vera level unmai ah ve,0.0
ட்ரைலர் வேற லெவல் சூர்யா அண்ணன் நடிப்பு  திறமை  வேற லெவல் கெத்து,NON_HATE,ட்ரைலர் வேற லெவல் சூர்யா அண்ணன் நடிப்பு  திறமை  வேற லெவல் கெத்து,0.0
Vijay super Samma po super laa bhaivara VA,NON_HATE,vijay super samma po super laa bhaivara va,0.0
Diwali ye inaku vantha maathiri iruku,NON_HATE,diwali ye inaku vantha maathiri iruku,0.0
We can make it 450k likes,NON_HATE,we can make it 450k likes,0.0
Bigil Trailer Ku Aprm Vanthavanga Mattum Like Pannunga,NON_HATE,bigil trailer ku aprm vanthavanga mattum like pannunga,0.0
1996.. ayyagoo.. padam yeppada release.. poyi aakanum,NON_HATE,1996.. ayyagoo.. padam yeppada release.. poyi aakanum,0.0
Already ipdi oru short film iruku,NON_HATE,already ipdi oru short film iruku,0.0
5more minits need 10k likes. Come on,NON_HATE,5more minits need 10k likes. come on,0.0
Telugu lo kuda release cheyyandi..suriya fans waiting,NON_HATE,telugu lo kuda release cheyyandi..suriya fans waiting,0.0
Ajith fans innum naraya naraya naraya trailer paakkanum..,NON_HATE,ajith fans innum naraya naraya naraya trailer paakkanum..,0.0
wow.. sema ..  i luv it..& anna,NON_HATE,wow.. sema ..  i luv it..& anna,0.0
Thalaivar vantha vudane meluguvathi anaiyutu appo seeman out haa,HATE,thalaivar vantha vudane meluguvathi anaiyutu appo seeman out haa,1.0
48 HOURS LA 2 MILLION LIKES VARUMA VARATHA ? VARUM NU SOLRAVANGA AGREE ??,NON_HATE,48 hours la 2 million likes varuma varatha ? varum nu solravanga agree ??,0.0
I m big fan of dhanush,NON_HATE,i m big fan of dhanush,0.0
time to 1 sec use multiple tabs,NON_HATE,time to 1 sec use multiple tabs,0.0
Wtf did I just see 🤣🤣 so fuckin Stupid!!,HATE,wtf did i just see 🤣🤣 so fuckin stupid!!,1.0
KUDUMBATHINNU ETHU SAMBHAVICHA.. VERUTHE ERIKKO,NON_HATE,kudumbathinnu ethu sambhavicha.. veruthe erikko,0.0
kaala is underrated of rajini movies..,NON_HATE,kaala is underrated of rajini movies..,0.0
Thalaivar vera level. Mass mass mass marana mass.,NON_HATE,thalaivar vera level. mass mass mass marana mass.,0.0
மாபெரும் வெற்றியடைய இது ஒரு சமூகத்திற்கான படம் கிடையாது சமுதாயத்திற்கும் எடுக்கப்பட்ட படம்தான் ஒவ்வொரு சமுதாயத்திலும்பெண்களுக்கு ஏற்படும் விளைவுகளை அற்புதமாக எடுத்திருக்கும் அண்ணன் மோகன் ஜி அவர்களுக்கு நெஞ்சம் நிறைந்த வாழ்த்துக்கள் படம் அமோக வெற்றியடைய ஆண்டவனை வேண்டுகிறேன்,NON_HATE,மாபெரும் வெற்றியடைய இது ஒரு சமூகத்திற்கான படம் கிடையாது சமுதாயத்திற்கும் எடுக்கப்பட்ட படம்தான் ஒவ்வொரு சமுதாயத்திலும்பெண்களுக்கு ஏற்படும் விளைவுகளை அற்புதமாக எடுத்திருக்கும் அண்ணன் மோகன் ஜி அவர்களுக்கு நெஞ்சம் நிறைந்த வாழ்த்துக்கள் படம் அமோக வெற்றியடைய ஆண்டவனை வேண்டுகிறேன்,0.0
Dislike potavanaga nenga irukara varikum nanga inum mela mela poovm da Thala daa,HATE,dislike potavanaga nenga irukara varikum nanga inum mela mela poovm da thala daa,1.0
Semma trailer  dislike pottavan ellam mendal,NON_HATE,semma trailer  dislike pottavan ellam mendal,0.0
Dhanush sir ku Oscar award kedikum nu solravangga like pannuga,NON_HATE,dhanush sir ku oscar award kedikum nu solravangga like pannuga,0.0
Valimai aana aamai inathin thailvan ajith kuthi punda mavan valga,HATE,valimai aana aamai inathin thailvan ajith kuthi punda mavan valga,1.0
engaluku emoji vendam audio function vendam eaduvum vendam thala oru pics podhum wathaa world leval treand,NON_HATE,engaluku emoji vendam audio function vendam eaduvum vendam thala oru pics podhum wathaa world leval treand,0.0
Who love hip-hop tamizhala smile  hit like .,NON_HATE,who love hip-hop tamizhala smile  hit like .,0.0
LOOSU PUNDAINGALAA JAATHI KOOTHINU PADA PUNDA YEDUKURANUNGA,HATE,loosu pundaingalaa jaathi koothinu pada punda yedukuranunga,1.0
ரஞ்சித் போன்ற தன் சாதி அடையாளத்தை காமிக்க நினைப்பவர்களுக்கு செருப்படியாக அமைய வேண்டும் இப் படம்..,NON_HATE,ரஞ்சித் போன்ற தன் சாதி அடையாளத்தை காமிக்க நினைப்பவர்களுக்கு செருப்படியாக அமைய வேண்டும் இப் படம்..,0.0
Deii surya movie language matum change pani hindi la release panunga da. Same time la  .surya Anna  india full ah famous  agiruvaru. ..already surya Anna neraya movie neraya hindi dubbed movie utube la iruku athuku viewers and likes neraya iruku.hindi mokka hero na india full ah easy ah famous aguranunga..try panunga kv ananth ji,NON_HATE,deii surya movie language matum change pani hindi la release panunga da. same time la  .surya anna  india full ah famous  agiruvaru. ..already surya anna neraya movie neraya hindi dubbed movie utube la iruku athuku viewers and likes neraya iruku.hindi mokka hero na india full ah easy ah famous aguranunga..try panunga kv ananth ji,0.0
pakka thana poreenga yenga super star attathai petta parak parak,NON_HATE,pakka thana poreenga yenga super star attathai petta parak parak,0.0
Thirumpa thirumpa pakka vaikkum teaser.. Thalapathi mass,NON_HATE,thirumpa thirumpa pakka vaikkum teaser.. thalapathi mass,0.0
4 heros munnadi ARR dan BGM mass,NON_HATE,4 heros munnadi arr dan bgm mass,0.0
Vijay Sethupathi ke ino build up panirkalaam,HATE,vijay sethupathi ke ino build up panirkalaam,1.0
Sri lanka N U W R A E L I Y A  WAITING  FOR MOVIE ANYONE?,NON_HATE,sri lanka n u w r a e l i y a  waiting  for movie anyone?,0.0
நாடக காதல் என்று தெரிந்தும் ஏன்  பெண்கள்  காதல் செய்கிறார்கள்,NON_HATE,நாடக காதல் என்று தெரிந்தும் ஏன்  பெண்கள்  காதல் செய்கிறார்கள்,0.0
Epo padam release nu iruku ..waiting for Draupathi movie.. Ariyalur boys,NON_HATE,epo padam release nu iruku ..waiting for draupathi movie.. ariyalur boys,0.0
Super Thala  Thanks Siva sir,NON_HATE,super thala  thanks siva sir,0.0
நண்பர்களே  கீழ  இருக்கிற  கமெண்ட  பார்த்த  கொலவெறில  நீங்க  இருக்கிறீங்கன்னு  தெரிது.. படம் நிச்சயமா  பிளாக் பஸ்டர ஹிட்  ஆகிரும்.. தமிழ் நாடு  அதிரும்  புளுசட்ட  பாசிட்டிவ்  ரீவியு  சொல்லுவான்..,NON_HATE,நண்பர்களே  கீழ  இருக்கிற  கமெண்ட  பார்த்த  கொலவெறில  நீங்க  இருக்கிறீங்கன்னு  தெரிது.. படம் நிச்சயமா  பிளாக் பஸ்டர ஹிட்  ஆகிரும்.. தமிழ் நாடு  அதிரும்  புளுசட்ட  பாசிட்டிவ்  ரீவியு  சொல்லுவான்..,0.0
Trailarlaye en pangali vanniyarna ennanu kattittapula pangalis valthukkal,NON_HATE,trailarlaye en pangali vanniyarna ennanu kattittapula pangalis valthukkal,0.0
Na oru bc la ulla oru ponna love pannunen avalum love pannuna bt financially avanga romba kasta padravanga so na niraya help pannunen bt kadaisiya en jathi enna nu kettutu en ponna thara midiyathu nu sollitanga ithuku enna bathil please sollunga,NON_HATE,na oru bc la ulla oru ponna love pannunen avalum love pannuna bt financially avanga romba kasta padravanga so na niraya help pannunen bt kadaisiya en jathi enna nu kettutu en ponna thara midiyathu nu sollitanga ithuku enna bathil please sollunga,0.0
Enna daa bigil dialogue maathiri irukku 0:13,HATE,enna daa bigil dialogue maathiri irukku 0:13,1.0
இந்த படம் தியேட்டரில வரும் போது மெர்சல் & விஸ்வாசம் இந்த ரெண்டு படத்துக்கு பதிலாக வேற படம் காட்சி தா வரும் ..,HATE,இந்த படம் தியேட்டரில வரும் போது மெர்சல் & விஸ்வாசம் இந்த ரெண்டு படத்துக்கு பதிலாக வேற படம் காட்சி தா வரும் ..,1.0
இத்திரைப்படத்தின்  கதை .. ஆனால்  குறிப்பிட்ட  சமூகத்தினர்  மட்டும்  இதை செய்கின்றார்கள்  என  காண்பித்திருப்பது  ஏற்புடையதல்ல .. இதுபோன்று  நாடக காதல்  நடத்துபவர்கள்  அனைத்து சமூகத்திலும் உள்ளனர் ..  அந்த குறிப்பிட்ட  சமூகத்திற்கு  எதிராக இத்திரைப்படம்  அமைந்ததால் தான்  comment box ல்  இத்தனை வாழ்த்துக்கள் ..  எனினும் director இத்திரைப்படத்தின்  மூலம் எதை செய்ய  நினைத்தாரோ  .. அது  அழகாக  நடந்துக் கொண்டிருக்கின்றது  .. எ . கா : comment box .,NON_HATE,இத்திரைப்படத்தின்  கதை .. ஆனால்  குறிப்பிட்ட  சமூகத்தினர்  மட்டும்  இதை செய்கின்றார்கள்  என  காண்பித்திருப்பது  ஏற்புடையதல்ல .. இதுபோன்று  நாடக காதல்  நடத்துபவர்கள்  அனைத்து சமூகத்திலும் உள்ளனர் ..  அந்த குறிப்பிட்ட  சமூகத்திற்கு  எதிராக இத்திரைப்படம்  அமைந்ததால் தான்  comment box ல்  இத்தனை வாழ்த்துக்கள் ..  எனினும் director இத்திரைப்படத்தின்  மூலம் எதை செய்ய  நினைத்தாரோ  .. அது  அழகாக  நடந்துக் கொண்டிருக்கின்றது  .. எ . கா : comment box .,0.0
🤩Naan Tamil Cinema Fan.. Semma Trailer  #Thala,NON_HATE,🤩naan tamil cinema fan.. semma trailer  #thala,0.0
Trailer paakkum pothu vikram nadicha thool movie story maathiri irukku..!! 🤔 🤔,HATE,trailer paakkum pothu vikram nadicha thool movie story maathiri irukku..!! 🤔 🤔,1.0
Kovilpatti la irunthu paakuravanga like pannunga ..  Namma oor la edutha padam,NON_HATE,kovilpatti la irunthu paakuravanga like pannunga ..  namma oor la edutha padam,0.0
That vallavan CD scene vera level nu feel pandravaga oru like poduga,NON_HATE,that vallavan cd scene vera level nu feel pandravaga oru like poduga,0.0
Apo BASHA- Ipo PETTA- Thalaivar Marana Mass,NON_HATE,apo basha- ipo petta- thalaivar marana mass,0.0
edupatta echakala fraudu paya 96 la irunthu arasiyalku varuvenu solli irukan paarunga,HATE,edupatta echakala fraudu paya 96 la irunthu arasiyalku varuvenu solli irukan paarunga,1.0
Prabhu deva fans anyone like here,NON_HATE,prabhu deva fans anyone like here,0.0
அருமையான முன்னோட்டம் வெற்றி பெற்று மீண்டும் மீண்டும் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE,அருமையான முன்னோட்டம் வெற்றி பெற்று மீண்டும் மீண்டும் வெற்றி பெற வாழ்த்துக்கள்,0.0
"Sir oru kelvi kekuta sir?nienga DMK VA,ADMKVA??YENA RENDULAIUM ITHAN NADAKUTHU..",NON_HATE,"sir oru kelvi kekuta sir?nienga dmk va,admkva??yena rendulaium ithan nadakuthu..",0.0
Ada pavikala..semaiya irukku pa.. Trailer..last seen semaa pa..ithukagavaa  theatre Ku pogalam.,NON_HATE,ada pavikala..semaiya irukku pa.. trailer..last seen semaa pa..ithukagavaa  theatre ku pogalam.,0.0
Thala ungala trailerla pakurapaye odampelam oru full adicha mathiri iruku thala.  Movie full ah patha ah nanga ena aha poromoo,NON_HATE,thala ungala trailerla pakurapaye odampelam oru full adicha mathiri iruku thala.  movie full ah patha ah nanga ena aha poromoo,0.0
kalipp mode on naan kolapasiyile irukku,HATE,kalipp mode on naan kolapasiyile irukku,1.0
எங்கள் ஊர் மேலச்சேரி திரௌபதி அம்மன் அருளால் இப்படம் மிக பெரிய வெற்றி பெற வேண்டும் வாழ்த்துக்கள்,NON_HATE,எங்கள் ஊர் மேலச்சேரி திரௌபதி அம்மன் அருளால் இப்படம் மிக பெரிய வெற்றி பெற வேண்டும் வாழ்த்துக்கள்,0.0
Padam vetri pera valthukal  - sk anna fans,NON_HATE,padam vetri pera valthukal  - sk anna fans,0.0
Kaithi -  like  Kaidhi- comment,NON_HATE,kaithi -  like  kaidhi- comment,0.0
Rajini Media La Ennaikkume Super star dhaan Adhula Maattru Karuththe Illa Aana Poltical wise Zero.. Ivlo Dhairiyama Rajiniya Senjadhukke Director ah Paarraattanum,NON_HATE,rajini media la ennaikkume super star dhaan adhula maattru karuththe illa aana poltical wise zero.. ivlo dhairiyama rajiniya senjadhukke director ah paarraattanum,0.0
11 naal aana pirakum 'semma mass'a pokuthu nkp trailer bigil ootharathu romba difficult,HATE,11 naal aana pirakum 'semma mass'a pokuthu nkp trailer bigil ootharathu romba difficult,1.0
இந்த படம் சூரியா அண்ணன் ஒரு மைல் கல்ஆக அமைய வாழ்த்துக்கள். ஆமங ரகுல் பிரித்சிங் இந்த படத்தில் வேசி கேரட்டர் போல பச்சை வேசி மாதிரியே இருக்கா .,HATE,இந்த படம் சூரியா அண்ணன் ஒரு மைல் கல்ஆக அமைய வாழ்த்துக்கள். ஆமங ரகுல் பிரித்சிங் இந்த படத்தில் வேசி கேரட்டர் போல பச்சை வேசி மாதிரியே இருக்கா .,1.0
Ngk = NTK ( Naam tamilar katchi),NON_HATE,ngk = ntk ( naam tamilar katchi),0.0
So it's pink in Mass version..thalaa,NON_HATE,so it's pink in mass version..thalaa,0.0
"Thala ,sk ,u1 fans like here",NON_HATE,"thala ,sk ,u1 fans like here",0.0
கடலூர் மாவட்டம் வீர வன்னியர்கள் சார்பாகவும் & தளபதி விஜய் ரசிகர்கள் சார்பாகவும் இந்த படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE,கடலூர் மாவட்டம் வீர வன்னியர்கள் சார்பாகவும் & தளபதி விஜய் ரசிகர்கள் சார்பாகவும் இந்த படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,0.0
anyone after hearing varlam varlam va..? just like me  :),NON_HATE,anyone after hearing varlam varlam va..? just like me  :),0.0
ippadiyama therikka viduvinga therii semma maass..,NON_HATE,ippadiyama therikka viduvinga therii semma maass..,0.0
"Rajni sir ,nawazuddin siddiqui, Vijay Sethupathi",NON_HATE,"rajni sir ,nawazuddin siddiqui, vijay sethupathi",0.0
Potta vijay Thevadiya paiya ava amma and ava fans amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan by surya anna big Rasigai,HATE,potta vijay thevadiya paiya ava amma and ava fans amma ellam item tha thevadiyanga pasangala ungamma koothingala kilichiduvan by surya anna big rasigai,1.0
Osm vikram sir style from karnatakaa,NON_HATE,osm vikram sir style from karnatakaa,0.0
படம் பாத்துட்டு ட்ரைலர் பாக்குறவங்க ஒரு லைக் 🤗,NON_HATE,படம் பாத்துட்டு ட்ரைலர் பாக்குறவங்க ஒரு லைக் 🤗,0.0
Iam dhanush fan but I like super star,NON_HATE,iam dhanush fan but i like super star,0.0
Just 13 mins 220k views trending la intha week no 1,NON_HATE,just 13 mins 220k views trending la intha week no 1,0.0
Iron Man voicelaya onnoda Massa pathatonda da lossupayale,HATE,iron man voicelaya onnoda massa pathatonda da lossupayale,1.0
More 4k likes we need to reach 400k good keep going thale fans..,NON_HATE,more 4k likes we need to reach 400k good keep going thale fans..,0.0
Thala  neenga  Vera  level,NON_HATE,thala  neenga  vera  level,0.0
Thala thala thala solla vaarthtai illai,NON_HATE,thala thala thala solla vaarthtai illai,0.0
காதலித்து திருமணம் செய்தவர்களை நாடக காதல் ன்னு சொல்ற வாயி..400 பேரே காதலித்து நாடகம் ஆடியபோது மூடிக்கொண்டது,NON_HATE,காதலித்து திருமணம் செய்தவர்களை நாடக காதல் ன்னு சொல்ற வாயி..400 பேரே காதலித்து நாடகம் ஆடியபோது மூடிக்கொண்டது,0.0
Thalaivaa unakku nigar nee mattum than love you thalaivaa marana waiting 19 th july,NON_HATE,thalaivaa unakku nigar nee mattum than love you thalaivaa marana waiting 19 th july,0.0
